"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\02_A1.d"," DAD1 - B:Sig=260,4  Ref=360,60 02_A1.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\28_C1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\28_C1.d" ,"1" ,0.363,0.378,0.391,20.27,21.63,3.06,67.54,2.11,0.029,0.031,-1.19,-30.01,0.355,0.357,0.394,0.394,-1.19,-30.01,0.40,3.62,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\28_C1.d" ,"2" ,0.407,0.425,0.481,11.42,26.82,3.79,38.05,2.61,0.074,0.036,-0.08,1.89,0.394,0.394,0.463,0.487,-0.08,-0.03,3.62,11.35,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\28_C1.d" ,"3" ,0.481,0.511,0.566,10.56,26.67,3.77,35.20,2.60,0.085,0.036,1.89,0.80,0.463,0.487,0.561,0.571,-0.03,0.03,1.08,10.55,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\28_C1.d" ,"4" ,0.574,0.593,0.644,30.00,32.01,4.52,100.00,3.12,0.070,0.015,1.66,0.34,0.561,0.571,0.654,0.656,0.04,0.09,1.66,30.05,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\28_C1.d" ,"5" ,1.120,1.170,1.267,15.71,45.74,6.46,52.36,4.45,0.146,0.044,-0.19,-0.08,1.113,1.115,1.266,1.268,-0.19,-0.15,1.59,15.53,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\28_C1.d" ,"6" ,3.087,3.212,3.349,14.63,87.04,12.30,48.78,8.47,0.262,0.093,-0.88,-0.63,3.094,3.096,3.377,3.382,-0.86,-0.63,1.18,13.88,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\28_C1.d" ,"7" ,3.397,3.502,3.622,15.04,79.33,11.21,50.13,7.72,0.225,0.083,-0.74,-1.09,3.385,3.390,3.628,3.632,-0.74,-1.09,1.03,14.14,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\28_C1.d" ,"8" ,6.643,6.869,8.000,28.31,707.87,100.00,94.36,68.92,1.357,0.408,-2.05,-0.28,6.637,6.639,7.999,8.000,-2.05,-0.28,4.08,26.56,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\29_C2.d"," DAD1 - B:Sig=260,4  Ref=360,60 29_C2.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\29_C2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\29_C2.d" ,"1" ,0.407,0.426,0.479,13.45,33.81,4.79,37.71,3.18,0.072,0.039,-1.58,2.06,0.393,0.394,0.463,0.485,-1.58,-1.15,3.29,11.98,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\29_C2.d" ,"2" ,0.479,0.511,0.566,13.09,38.39,5.44,36.70,3.61,0.087,0.047,2.06,1.08,0.463,0.485,0.561,0.570,-1.15,-0.62,1.25,12.13,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\29_C2.d" ,"3" ,0.569,0.593,0.643,35.67,40.52,5.74,100.00,3.81,0.074,0.015,1.39,0.45,0.561,0.570,0.654,0.656,-0.60,-0.16,1.41,35.21,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\29_C2.d" ,"4" ,1.114,1.169,1.277,17.95,52.82,7.48,50.32,4.96,0.163,0.045,-0.15,-0.06,1.111,1.115,1.277,1.281,-0.15,-0.06,1.59,17.83,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\29_C2.d" ,"5" ,3.095,3.207,3.357,17.02,101.14,14.32,47.72,9.50,0.262,0.093,-0.76,-0.61,3.077,3.082,3.372,3.374,-0.76,-0.61,1.24,16.33,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\29_C2.d" ,"6" ,3.388,3.502,3.624,16.89,91.71,12.99,47.35,8.61,0.235,0.085,-0.66,-0.97,3.384,3.387,3.621,3.625,-0.66,-1.00,1.02,16.06,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\29_C2.d" ,"7" ,6.648,6.869,7.999,28.24,706.17,100.00,79.16,66.33,1.351,0.408,-1.95,-0.23,6.639,6.642,7.998,8.000,-1.95,-0.23,4.06,26.57,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\30_C3.d"," DAD1 - B:Sig=260,4  Ref=360,60 30_C3.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\30_C3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\30_C3.d" ,"1" ,0.362,0.378,0.392,20.32,22.39,3.16,55.74,2.07,0.030,0.031,-1.24,-30.90,0.355,0.356,0.394,0.394,-1.24,-30.90,0.41,3.21,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\30_C3.d" ,"2" ,0.409,0.427,0.482,10.48,23.70,3.34,28.74,2.19,0.073,0.035,-0.03,1.38,0.394,0.394,0.466,0.488,-0.03,0.05,3.46,10.47,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\30_C3.d" ,"3" ,0.482,0.514,0.566,10.66,28.46,4.01,29.25,2.63,0.085,0.041,1.38,1.20,0.466,0.488,0.560,0.571,0.05,0.13,1.22,10.74,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\30_C3.d" ,"4" ,0.573,0.592,0.643,36.46,38.58,5.44,100.00,3.57,0.070,0.015,1.97,0.45,0.560,0.571,0.653,0.656,0.14,0.21,1.68,36.62,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\30_C3.d" ,"5" ,1.115,1.166,1.265,19.09,55.09,7.77,52.36,5.10,0.150,0.044,-0.16,-0.02,1.113,1.117,1.265,1.268,-0.16,-0.02,1.61,18.98,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\30_C3.d" ,"6" ,3.077,3.201,3.363,17.95,107.38,15.14,49.24,9.94,0.286,0.093,-0.83,-0.66,3.069,3.071,3.363,3.365,-0.85,-0.66,1.21,17.18,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\30_C3.d" ,"7" ,3.377,3.496,3.609,17.53,96.06,13.55,48.08,8.89,0.233,0.086,-0.66,-0.88,3.367,3.376,3.632,3.634,-0.66,-0.88,1.00,16.76,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\30_C3.d" ,"8" ,6.642,6.868,7.999,28.30,709.00,100.00,77.63,65.61,1.357,0.408,-2.00,-0.24,6.639,6.642,7.999,8.000,-2.00,-0.24,4.14,26.59,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\32_C4.d"," DAD1 - B:Sig=260,4  Ref=360,60 32_C4.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\32_C4.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\32_C4.d" ,"1" ,0.409,0.426,0.487,8.78,19.44,2.75,27.97,1.85,0.078,0.033,0.08,1.25,0.395,0.396,0.465,0.492,0.08,0.27,4.22,8.89,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\32_C4.d" ,"2" ,0.487,0.515,0.568,7.77,18.61,2.63,24.76,1.77,0.081,0.037,1.25,0.81,0.465,0.492,0.559,0.576,0.27,0.48,0.92,8.11,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\32_C4.d" ,"3" ,0.584,0.603,0.648,31.38,36.11,5.11,100.00,3.43,0.065,0.017,1.73,0.76,0.559,0.576,0.664,0.666,0.52,0.68,1.98,31.95,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\32_C4.d" ,"4" ,1.165,1.220,1.307,18.80,55.58,7.86,59.91,5.28,0.142,0.046,-0.33,-0.06,1.156,1.164,1.318,1.320,-0.33,-0.06,1.52,18.57,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\32_C4.d" ,"5" ,3.188,3.300,3.436,18.24,107.75,15.25,58.14,10.23,0.247,0.093,-0.88,-0.74,3.166,3.169,3.458,3.461,-0.88,-0.74,1.18,17.43,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\32_C4.d" ,"6" ,3.476,3.571,3.685,21.31,98.79,13.98,67.91,9.38,0.210,0.073,-0.92,-1.08,3.464,3.467,3.684,3.689,-0.92,-1.08,1.08,20.32,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\32_C4.d" ,"7" ,3.801,3.854,3.931,3.12,10.07,1.43,9.94,0.96,0.131,0.051,-1.29,-1.69,3.797,3.803,3.941,3.943,-1.34,-1.69,0.99,1.63,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\32_C4.d" ,"8" ,6.646,6.869,8.000,28.28,706.69,100.00,90.13,67.11,1.354,0.408,-2.01,-0.26,6.634,6.646,7.999,8.000,-2.01,-0.26,4.02,26.56,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\33_C5.d"," DAD1 - B:Sig=260,4  Ref=360,60 33_C5.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\33_C5.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\33_C5.d" ,"1" ,0.365,0.379,0.393,13.62,13.86,1.97,28.17,1.18,0.028,0.030,-0.84,-19.57,0.356,0.357,0.395,0.395,-0.84,-19.57,0.40,3.42,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\33_C5.d" ,"2" ,0.408,0.425,0.486,8.78,20.19,2.86,18.16,1.72,0.078,0.034,-0.02,1.22,0.395,0.395,0.465,0.492,-0.02,0.03,4.14,8.77,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\33_C5.d" ,"3" ,0.486,0.514,0.567,8.08,20.06,2.84,16.71,1.71,0.081,0.038,1.22,0.59,0.465,0.492,0.562,0.572,0.03,0.08,0.99,8.12,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\33_C5.d" ,"4" ,0.575,0.594,0.646,48.35,50.88,7.21,100.00,4.33,0.071,0.015,1.46,0.34,0.562,0.572,0.655,0.657,0.08,0.13,1.88,48.44,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\33_C5.d" ,"5" ,1.124,1.176,1.321,25.79,75.97,10.77,53.35,6.47,0.196,0.044,-0.28,-0.23,1.110,1.114,1.320,1.322,-0.31,-0.23,1.64,25.51,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\33_C5.d" ,"6" ,3.100,3.224,3.389,24.26,145.62,20.64,50.18,12.40,0.288,0.093,-0.93,-0.73,3.078,3.082,3.388,3.391,-0.94,-0.73,1.22,23.41,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\33_C5.d" ,"7" ,3.407,3.510,3.634,25.10,131.55,18.65,51.92,11.20,0.227,0.082,-0.59,-0.94,3.388,3.391,3.633,3.634,-0.59,-1.04,1.06,24.31,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\33_C5.d" ,"8" ,3.761,3.818,3.892,3.32,11.33,1.61,6.86,0.96,0.131,0.054,-1.20,-1.59,3.759,3.765,3.924,3.927,-1.32,-1.59,1.05,1.88,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\33_C5.d" ,"9" ,6.647,6.866,7.999,28.25,705.35,100.00,58.44,60.04,1.352,0.408,-2.03,-0.30,6.637,6.643,7.998,8.000,-2.03,-0.30,4.08,26.50,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\34_C6.d"," DAD1 - B:Sig=260,4  Ref=360,60 34_C6.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\34_C6.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\34_C6.d" ,"1" ,0.364,0.378,0.392,15.88,16.73,2.36,35.09,1.46,0.028,0.030,-1.06,-23.40,0.355,0.357,0.394,0.394,-1.06,-23.40,0.41,3.32,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\34_C6.d" ,"2" ,0.408,0.425,0.481,8.67,17.19,2.43,19.16,1.50,0.072,0.032,0.81,1.53,0.394,0.394,0.464,0.490,0.81,1.41,3.05,9.62,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\34_C6.d" ,"3" ,0.488,0.514,0.561,7.81,17.77,2.51,17.26,1.55,0.073,0.034,1.64,1.09,0.464,0.490,0.561,0.570,1.53,1.02,1.80,9.16,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\34_C6.d" ,"4" ,0.574,0.591,0.642,45.25,45.88,6.48,100.00,4.00,0.068,0.015,1.71,0.55,0.561,0.570,0.655,0.656,0.93,0.45,1.80,46.05,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\34_C6.d" ,"5" ,1.117,1.171,1.303,23.99,70.92,10.01,53.02,6.18,0.186,0.045,-0.20,-0.12,1.108,1.110,1.303,1.305,-0.22,-0.12,1.60,23.80,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\34_C6.d" ,"6" ,3.093,3.214,3.383,22.76,136.65,19.29,50.30,11.90,0.290,0.093,-0.85,-0.67,3.079,3.087,3.383,3.385,-0.86,-0.67,1.23,21.98,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\34_C6.d" ,"7" ,3.392,3.503,3.619,23.11,122.51,17.29,51.08,10.67,0.227,0.084,-0.62,-0.79,3.383,3.385,3.629,3.634,-0.62,-0.79,1.07,22.41,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\34_C6.d" ,"8" ,3.759,3.816,3.884,3.46,11.70,1.65,7.65,1.02,0.125,0.054,-1.14,-1.48,3.757,3.759,3.891,3.893,-1.17,-1.48,0.98,2.15,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\34_C6.d" ,"9" ,6.642,6.868,8.000,28.30,708.51,100.00,62.54,61.72,1.358,0.408,-2.02,-0.28,6.635,6.642,7.999,8.000,-2.02,-0.28,4.06,26.57,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d"," DAD1 - B:Sig=260,4  Ref=360,60 35_C7.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"1" ,0.362,0.377,0.391,22.08,23.90,3.38,43.11,1.90,0.029,0.030,-1.22,-33.91,0.354,0.356,0.393,0.394,-1.22,-33.91,0.41,3.34,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"2" ,0.407,0.425,0.480,11.81,27.43,3.88,23.06,2.18,0.073,0.036,0.05,2.02,0.393,0.394,0.463,0.485,0.05,0.14,3.44,11.88,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"3" ,0.480,0.511,0.565,11.78,32.71,4.62,23.00,2.60,0.085,0.043,2.02,1.11,0.463,0.485,0.561,0.570,0.14,0.25,1.06,11.96,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"4" ,0.573,0.591,0.644,51.23,54.38,7.68,100.00,4.31,0.072,0.015,2.22,0.50,0.561,0.570,0.653,0.655,0.26,0.35,1.80,51.51,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"5" ,0.690,0.716,0.772,5.92,11.40,1.61,11.55,0.90,0.082,0.029,0.46,0.28,0.653,0.655,0.756,0.782,0.40,0.01,1.61,6.19,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"6" ,1.120,1.171,1.282,26.21,77.79,10.99,51.15,6.17,0.162,0.045,-0.14,0.02,1.112,1.115,1.325,1.335,-0.14,0.01,1.61,26.11,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"7" ,3.097,3.214,3.360,25.26,149.66,21.14,49.31,11.87,0.263,0.093,-0.78,-0.45,3.082,3.086,3.376,3.386,-0.78,-0.45,1.23,24.62,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"8" ,3.390,3.505,3.632,25.29,136.19,19.24,49.37,10.80,0.242,0.085,-0.56,-0.81,3.376,3.386,3.629,3.634,-0.56,-0.81,1.04,24.61,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"9" ,3.633,3.700,3.757,2.99,10.37,1.46,5.83,0.82,0.123,0.057,-0.81,-0.82,3.629,3.634,3.757,3.760,-0.81,-0.82,0.95,2.17,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"10" ,3.761,3.818,3.901,6.12,20.84,2.94,11.95,1.65,0.139,0.054,-0.82,-1.48,3.757,3.760,3.907,3.911,-0.82,-1.48,1.06,5.03,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"11" ,4.424,4.474,4.549,3.16,8.01,1.13,6.16,0.64,0.125,0.039,-2.13,-2.18,4.415,4.420,4.554,4.558,-2.13,-2.18,1.24,1.01,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\35_C7.d" ,"12" ,6.645,6.866,7.999,28.28,707.78,100.00,55.21,56.15,1.355,0.408,-2.01,-0.26,6.639,6.644,7.999,8.000,-2.01,-0.26,4.16,26.56,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d"," DAD1 - B:Sig=260,4  Ref=360,60 36_C8.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d" ,"1" ,0.407,0.426,0.481,12.44,31.30,4.42,17.91,2.24,0.074,0.039,-1.40,1.76,0.393,0.394,0.463,0.486,-1.40,-1.06,3.33,11.13,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d" ,"2" ,0.481,0.512,0.566,12.02,34.95,4.94,17.30,2.50,0.085,0.049,1.76,1.10,0.463,0.486,0.561,0.570,-1.06,-0.66,1.20,11.10,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d" ,"3" ,0.573,0.592,0.645,69.47,76.23,10.77,100.00,5.45,0.072,0.015,2.15,0.72,0.561,0.570,0.650,0.665,-0.63,-0.30,1.93,68.93,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d" ,"4" ,0.655,0.718,0.773,5.87,13.65,1.93,8.45,0.98,0.118,0.030,0.09,0.26,0.650,0.665,0.756,0.783,-0.42,-0.01,0.87,5.67,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d" ,"5" ,1.121,1.173,1.306,36.06,106.89,15.10,51.92,7.64,0.185,0.045,-0.15,-0.02,1.116,1.119,1.340,1.344,-0.15,-0.02,1.61,35.95,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d" ,"6" ,3.096,3.217,3.381,34.58,205.81,29.08,49.78,14.71,0.286,0.093,-0.82,-0.46,3.075,3.081,3.381,3.384,-0.86,-0.46,1.23,33.89,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d" ,"7" ,3.389,3.504,3.626,34.92,186.07,26.29,50.27,13.30,0.237,0.084,-0.45,-0.60,3.381,3.384,3.630,3.634,-0.45,-0.60,1.07,34.40,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d" ,"8" ,3.638,3.697,3.758,2.76,9.72,1.37,3.97,0.69,0.120,0.057,-0.63,-0.85,3.630,3.634,3.755,3.760,-0.63,-1.01,0.87,1.94,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d" ,"9" ,3.758,3.815,3.890,5.64,19.40,2.74,8.12,1.39,0.133,0.054,-0.85,-1.43,3.755,3.760,3.916,3.917,-1.01,-1.43,1.05,4.45,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d" ,"10" ,4.420,4.471,4.539,2.85,7.38,1.04,4.10,0.53,0.119,0.040,-2.16,-2.20,4.415,4.424,4.537,4.541,-2.17,-2.23,1.31,0.66,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\36_C8.d" ,"11" ,6.643,6.869,7.999,28.28,707.69,100.00,40.71,50.58,1.356,0.408,-2.03,-0.27,6.634,6.643,7.998,8.000,-2.03,-0.27,4.04,26.55,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\37_C9.d"," DAD1 - B:Sig=260,4  Ref=360,60 37_C9.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\37_C9.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\37_C9.d" ,"1" ,0.363,0.377,0.391,21.92,23.83,3.37,41.99,1.92,0.028,0.030,-1.03,-35.01,0.355,0.356,0.393,0.394,-1.03,-35.01,0.42,3.40,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\37_C9.d" ,"2" ,0.407,0.426,0.480,12.03,28.22,3.99,23.04,2.28,0.073,0.036,0.03,2.09,0.393,0.394,0.463,0.486,0.03,0.08,3.42,12.07,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\37_C9.d" ,"3" ,0.480,0.512,0.566,11.86,33.19,4.69,22.72,2.68,0.085,0.044,2.09,1.27,0.463,0.486,0.561,0.570,0.08,0.14,1.09,11.96,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\37_C9.d" ,"4" ,0.573,0.591,0.644,52.20,55.82,7.88,100.00,4.51,0.072,0.015,2.32,0.57,0.561,0.570,0.649,0.663,0.15,0.20,1.81,52.36,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\37_C9.d" ,"5" ,0.682,0.714,0.760,3.94,7.50,1.06,7.56,0.61,0.078,0.029,0.43,0.34,0.649,0.663,0.751,0.779,0.23,0.29,1.59,4.20,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\37_C9.d" ,"6" ,1.118,1.168,1.271,26.84,78.93,11.14,51.42,6.37,0.153,0.045,-0.09,0.11,1.104,1.111,1.304,1.305,-0.09,0.08,1.63,26.81,,,  ,,,,,,,,,,,,
