"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +/- TIC Scan 02_A1.d    ***NO DATA POINTS***"
"No integration results available"
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@10.0 (572.0 -> 295.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,3.304,3.435,3.835,43491.52,298386.06,100.00,100.00,100.00,0.532,0.103,73.76,145.03,2.845,3.279,3.835,3.876,55.01,82.35,1.79,43553.26,,,  ,127.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 39: Q 4.058: +ESI MRM Frag=166.0V CID@22.0 (410.0 -> 163.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,3.960,4.058,4.293,25729.69,108346.11,100.00,100.00,100.00,0.333,0.064,49.27,84.94,3.911,3.944,4.350,4.358,47.46,66.79,1.40,25782.80,,,  ,163.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 39: Q 4.058: +ESI MRM Frag=166.0V CID@8.0 (410.0 -> 295.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,3.960,4.057,4.228,10075.02,42274.13,100.00,100.00,100.00,0.268,0.063,53.90,88.79,3.886,3.935,4.220,4.220,45.79,45.74,1.42,10120.79,,,  ,295.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 40: s4U 4.063: +ESI MRM Frag=166.0V (261.0 -> 129.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,3.949,4.063,4.315,34925.76,178837.00,100.00,100.00,100.00,0.366,0.078,74.32,129.79,3.810,3.876,4.299,4.348,60.17,60.17,1.31,34985.93,,,  ,129.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 41: mchm5U (SR); 4.180: +ESI MRM Frag=166.0V CID@12.0 (333.1 -> 183.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,3.089,3.112,3.136,10.82,19.84,17.07,38.00,5.32,0.047,0.034,53.98,58.09,3.054,3.079,3.128,3.153,53.98,53.98,1.96,64.80,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,3.136,3.169,3.209,12.08,32.29,27.78,42.44,8.65,0.073,0.052,58.09,53.98,3.128,3.153,3.251,3.275,53.98,53.98,0.88,66.06,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"3" ,3.505,3.545,3.577,7.48,16.38,14.09,26.29,4.39,0.071,0.039,53.98,53.98,3.496,3.513,3.611,3.643,53.98,53.98,0.80,61.46,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"4" ,3.658,3.684,3.730,24.17,49.75,42.80,84.94,13.33,0.072,0.034,53.98,53.98,3.611,3.643,3.741,3.806,53.98,53.98,1.55,78.15,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"5" ,4.051,4.188,4.221,26.19,116.23,100.00,92.03,31.14,0.170,0.069,53.98,64.95,4.042,4.050,4.221,4.245,53.98,53.98,0.43,80.17,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"6" ,4.221,4.270,4.310,28.46,82.80,71.24,100.00,22.19,0.089,0.042,64.95,53.98,4.221,4.245,4.310,4.343,53.98,53.98,0.69,82.44,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"7" ,4.447,4.465,4.479,6.64,6.81,5.86,23.31,1.83,0.032,0.021,53.98,53.98,4.424,4.440,4.481,4.489,53.98,53.98,0.78,60.62,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"8" ,4.492,4.522,4.546,20.02,30.82,26.51,70.35,8.26,0.054,0.027,53.98,54.44,4.481,4.489,4.570,4.619,53.98,53.98,0.63,74.00,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"9" ,4.633,4.659,4.667,6.38,5.83,5.01,22.41,1.56,0.034,0.020,53.98,53.98,4.570,4.619,4.700,4.716,53.98,53.98,0.27,60.36,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"10" ,4.960,4.984,4.990,24.20,12.47,10.73,85.02,3.34,0.029,0.012,53.98,53.98,4.935,4.951,4.992,5.000,53.98,53.98,0.35,78.18,,,  ,183.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 41: mchm5U (SR); 4.180: +ESI MRM Frag=166.0V CID@4.0 (333.1 -> 201.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,3.025,3.136,3.348,42.67,371.71,40.96,35.83,27.98,0.324,0.147,46.71,48.20,3.005,3.038,3.398,3.430,46.71,47.46,2.05,89.64,,,  ,201.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,4.085,4.180,4.405,119.09,907.41,100.00,100.00,68.30,0.320,0.136,47.12,48.89,3.855,4.083,4.399,4.424,47.12,48.89,2.98,166.73,,,  ,201.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"3" ,4.948,4.975,4.990,65.57,49.49,5.45,55.06,3.73,0.042,0.011,53.43,52.95,4.797,4.854,4.991,5.000,53.43,52.95,0.59,118.68,,,  ,201.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 42: Um 4.299: +ESI MRM Frag=166.0V CID@4.0 (259.0 -> 113.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.234,4.299,4.430,1648.54,6835.84,100.00,100.00,100.00,0.195,0.063,75.07,68.25,4.226,4.226,4.430,4.438,53.94,53.94,1.50,1702.48,,,  ,113.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 43: m1G 4.678: +ESI MRM Frag=166.0V CID@8.0 (298.0 -> 166.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.589,4.678,4.849,110299.21,441238.51,100.00,100.00,100.00,0.260,0.060,84.80,455.08,4.556,4.588,4.849,4.857,84.80,84.19,1.38,110383.80,,,  ,166.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 44: Gm 4.686: +ESI MRM Frag=166.0V CID@8.0 (298.0 -> 152.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.607,4.686,4.938,36821.68,147817.60,100.00,100.00,100.00,0.331,0.060,59.67,91.55,4.572,4.605,4.930,4.938,59.67,75.57,1.64,36885.14,,,  ,152.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 45: m1I 4.370: +ESI MRM Frag=166.0V CID@6.0 (283.0 -> 151.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.291,4.370,4.541,11480.95,47371.40,100.00,100.00,89.24,0.249,0.063,60.21,95.36,4.191,4.273,4.549,4.549,60.21,60.06,1.45,11541.11,,,  ,151.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,5.053,5.110,5.251,1630.38,5709.25,12.05,14.20,10.76,0.197,0.053,54.49,64.78,5.037,5.053,5.248,5.265,54.49,64.78,1.67,1687.81,,,  ,151.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 46: Am 5.534: +ESI MRM Frag=166.0V CID@12.0 (282.0 -> 136.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.680,4.753,4.937,10086.82,40417.54,66.64,93.93,39.99,0.257,0.060,63.37,100.05,4.574,4.671,4.931,4.964,63.37,100.05,1.46,10160.62,,,  ,136.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,5.428,5.534,5.757,10738.43,60649.28,100.00,100.00,60.01,0.329,0.088,145.71,161.34,5.371,5.387,5.745,5.786,145.71,161.34,1.40,10889.14,,,  ,136.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 47: m3U 4.364: +ESI MRM Frag=166.0V CID@4.0 (259.0 -> 127.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.293,4.364,4.561,6906.59,29011.60,100.00,100.00,100.00,0.268,0.063,104.60,104.60,4.234,4.291,4.543,4.575,104.60,104.60,1.57,7011.19,,,  ,127.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 48: m2G 4.678: +ESI MRM Frag=166.0V CID@8.0 (298.0 -> 166.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.590,4.678,4.849,102791.66,408149.81,100.00,100.00,100.00,0.258,0.060,75.74,463.56,4.572,4.588,4.841,4.849,75.74,77.27,1.36,102867.91,,,  ,166.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 49: m2A 4.371: +ESI MRM Frag=166.0V CID@16.0 (282.0 -> 150.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.287,4.371,4.606,343309.57,1418947.14,100.00,100.00,100.00,0.319,0.062,63.21,750.55,4.248,4.281,4.810,4.834,63.21,71.91,1.52,343375.06,,,  ,150.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 50: mcm5U 5.604: +ESI MRM Frag=166.0V CID@4.0 (317.2 -> 185.1) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.315,4.376,4.431,30.87,79.67,21.83,38.28,3.99,0.116,0.039,48.56,48.56,4.221,4.311,4.433,4.474,48.56,48.56,0.72,79.42,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,4.783,4.856,4.965,65.84,260.87,71.47,81.66,13.07,0.182,0.065,48.56,48.56,4.595,4.717,5.010,5.034,48.56,48.56,1.29,114.39,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"3" ,5.036,5.107,5.270,36.35,263.52,72.20,45.09,13.20,0.234,0.132,48.56,50.94,5.010,5.034,5.246,5.294,48.56,48.56,2.14,84.91,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"4" ,5.270,5.327,5.368,41.03,108.69,29.78,50.89,5.45,0.098,0.040,50.94,58.24,5.246,5.294,5.360,5.384,48.56,48.56,1.36,89.58,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"5" ,5.368,5.441,5.522,44.43,244.08,66.87,55.11,12.23,0.155,0.099,58.24,50.21,5.360,5.384,5.514,5.539,48.56,48.56,0.89,92.99,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"6" ,5.522,5.604,5.661,77.98,364.98,100.00,96.72,18.29,0.139,0.113,50.21,87.63,5.514,5.539,5.645,5.678,48.56,48.56,1.18,126.54,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"7" ,5.661,5.710,5.751,80.62,319.40,87.51,100.00,16.00,0.090,0.077,87.63,104.36,5.645,5.678,5.743,5.751,48.56,48.56,0.62,129.18,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"8" ,5.751,5.800,5.841,77.88,354.83,97.22,96.59,17.78,0.090,0.090,104.36,93.90,5.743,5.751,5.816,5.833,48.56,48.56,0.58,126.43,,,  ,185.1,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 51: ac4C 5.272: +ESI MRM Frag=166.0V CID@4.0 (286.0 -> 154.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,3.844,3.906,3.954,18.32,68.27,6.87,7.06,2.49,0.109,0.081,64.78,58.71,3.841,3.849,3.955,3.971,64.78,58.71,0.65,79.69,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,4.873,4.923,5.073,194.57,677.08,68.11,75.00,24.71,0.200,0.052,53.62,56.53,4.842,4.866,5.061,5.085,53.62,56.53,2.25,248.91,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"3" ,5.135,5.183,5.215,90.71,233.15,23.45,34.96,8.51,0.080,0.045,57.43,86.47,5.126,5.134,5.215,5.232,57.43,58.60,1.25,148.83,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"4" ,5.215,5.272,5.346,259.44,994.09,100.00,100.00,36.27,0.130,0.063,86.47,88.92,5.215,5.232,5.346,5.362,58.60,60.49,1.57,318.87,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"5" ,5.346,5.386,5.452,52.74,253.38,25.49,20.33,9.25,0.106,0.105,88.92,85.50,5.346,5.362,5.452,5.468,60.49,62.03,1.99,113.83,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"6" ,5.452,5.484,5.536,56.01,146.66,14.75,21.59,5.35,0.085,0.047,85.50,63.26,5.452,5.468,5.533,5.549,62.03,63.26,1.28,118.51,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"7" ,5.550,5.639,5.802,49.21,367.91,37.01,18.97,13.42,0.252,0.164,63.47,67.13,5.533,5.549,5.802,5.843,63.47,67.13,1.94,113.97,,,  ,154.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 52: cm5Um 5.686: +ESI MRM Frag=166.0V (317.0 -> 171.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,3.962,4.027,4.043,5.93,14.43,6.73,7.83,1.68,0.081,0.034,45.67,47.40,3.937,3.962,4.035,4.043,44.95,45.16,0.25,51.05,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,4.043,4.092,4.108,17.32,44.01,20.52,22.88,5.14,0.065,0.046,47.40,54.30,4.035,4.043,4.100,4.108,45.16,45.34,0.29,62.62,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"3" ,4.108,4.141,4.270,51.14,152.97,71.33,67.53,17.86,0.162,0.044,54.30,45.93,4.100,4.108,4.262,4.270,45.34,45.77,1.51,96.56,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"4" ,4.270,4.303,4.319,8.44,14.74,6.87,11.14,1.72,0.049,0.031,45.93,48.43,4.262,4.270,4.311,4.319,45.77,45.90,0.52,54.30,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"5" ,4.319,4.352,4.407,7.84,17.66,8.23,10.36,2.06,0.088,0.035,48.43,46.13,4.311,4.319,4.433,4.458,45.90,46.13,0.85,53.83,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"6" ,4.941,4.977,5.018,17.00,32.39,15.11,22.45,3.78,0.078,0.031,47.20,47.53,4.880,4.921,5.042,5.050,47.20,47.53,0.92,64.35,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"7" ,5.262,5.295,5.327,19.86,46.33,21.60,26.23,5.41,0.065,0.044,49.10,59.30,5.254,5.262,5.319,5.327,48.57,48.84,1.23,68.57,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"8" ,5.327,5.352,5.368,16.28,30.21,14.09,21.50,3.53,0.041,0.043,59.30,52.60,5.319,5.327,5.368,5.376,48.84,49.02,0.75,65.23,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"9" ,5.368,5.458,5.531,31.62,130.67,60.94,41.76,15.26,0.162,0.056,52.60,49.71,5.368,5.376,5.515,5.531,49.02,49.71,0.55,81.02,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"10" ,5.539,5.604,5.637,42.12,129.29,60.29,55.63,15.10,0.098,0.050,54.08,84.26,5.515,5.531,5.637,5.645,54.08,77.71,1.00,111.97,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"11" ,5.637,5.686,5.739,75.72,214.45,100.00,100.00,25.04,0.103,0.045,84.26,86.04,5.637,5.645,5.735,5.743,69.07,86.04,1.19,152.93,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"12" ,5.759,5.776,5.816,11.86,29.22,13.63,15.66,3.41,0.057,0.034,90.59,77.42,5.735,5.743,5.841,5.849,90.59,77.42,0.89,98.69,,,  ,171.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 53: m227G 5.188: +ESI MRM Frag=166.0V CID@12.0 (326.0 -> 194.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,3.953,3.985,4.026,6.68,21.91,11.00,9.35,3.16,0.073,0.073,45.86,46.39,3.953,3.985,3.994,4.026,42.17,42.90,1.25,49.18,,,  ,194.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,4.026,4.059,4.107,18.72,51.15,25.68,26.18,7.37,0.081,0.052,46.39,47.95,3.994,4.026,4.091,4.116,42.90,43.72,0.87,61.95,,,  ,194.0,,,,,,,,,,,
